id,products_url_id,url,title,price,review_rating,review_amount,seller,description,brand,product_line,model,sales_format,page_yield,cartridge_type,comments_scraped,volume_total_ml,data_cadastro_data,data_cadastro_hora,real_prod,real_price
59,59,https://produto.mercadolivre.com.br/MLB-1754285285-kit-cartucho-667-preto-color-original-hp-2376-2775-2776-6476-_JM#is_advertising=true&backend_model=search-backend&position=2&search_layout=grid&type=pad&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&is_advertising=true&ad_domain=VQCATCORE_LST&ad_position=2&ad_click_id=ODI1OTIyZjYtNDBhOS00ZGMyLWI3YTgtMjFiZTFkMGZkZjVh,Kit Cartucho 667 Preto Color Original Hp 2376 2775 2776 6476,169.2,4.7,709,Primer Print,"KIT COM 2 CARTUCHOS HP 667 PRETO e COLOR 
 
Produtos originais com NF-e
 
Acompanha
1 CARTUCHO 667 3YM79AB PRETO 2ml
1 CARTUCHO 667 3YM78AB COLOR 2ml
 
Características do Produto:
Marca:  HP 667
Modelo: 3YM79AB e 3YM78AB
Cor da Tinta: Preto e color
Rendimento por página (cores): 120 Páginas
 
Impressoras e Multifuncionais Compatíveis:
Deskjet Ink Advantage 1275, 2374, 2375, 2376, 2775, 2776
Deskjet Ink Advantage Plus 6475, 6476
 
Dimensões do Produto:
Altura da embalagem: 10,29 cm
Largura da embalagem: 11,4 cm
Comprimento da embalagem: 3,63 cm
 
Pesos:
Peso bruto: 0,073 Kg
Peso líquido: 0,073 Kg
 ",HP,,667,Kit,120,Original,1,4,2025-06-16,03:23:06,,
62,62,https://produto.mercadolivre.com.br/MLB-3872004082-cartucho-hp-667-preto-original-1200-2300-2700-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB3872004082&sid=search,Cartucho Hp 667 Preto Original,78.97,4.6,97,informticaponto,"Adquira para sua impressora a melhor tinta do mercado! Com impressões inteligentes, que proporcionam excelente desempenho do início ao fim do insumo. Confira mais detalhes do produto abaixo:

Cartucho Hp 667 Preto Original Ink Advantage

Quantidade: 1 un.

Marca: Hp Original Novo Lacrado.

Cor: Preto.

Rendimento: até 60 impressões com 5% de preenchimento no papel A4.

Impressoras compatíveis:

- HP Deskjet Ink Advantage 2376
- HP Deskjet Ink Advantage 2774
- HP Deskjet Ink Advantage 2776
- HP Deskjet Ink Advantage 6476

Diferenciadores:

Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento.
Impressões resistentes à água e que não desbotam com o tempo.
Cores mais vibrantes e nítidas. Com Tecnologia anti curvas.
Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade.
Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas.

Segurança e Observação:
Garantimos o total respeito ao consumidor. Prestamos um atendimento ágil e rápido. Em caso de devoluções ou problemas com o produto, entrem em contato imediatamente conosco para que possamos analisar o caso mais breve possível.

• Os cartuchos anunciados além de originais e lacrados nas caixas, estão prontos para uso.

• Dúvidas freqüentes:
• Os produtos são novos? R: Sim, todos os produtos são novos e lacrados.
• A mercadoria está disponível à pronta entrega? R: Sim, trabalhamos com produtos em estoque.

Somos a PONTO NET INFORMÁTICA, atuamos há 15 anos oferecendo as melhores oportunidades em toners, impressoras, tintas de recarga e materiais de informática.

Garantia do vendedor: 7 dias",HP,Ink Advantage,667,Unidade,100,Original,1,2,2025-06-16,03:23:26,,
64,64,https://produto.mercadolivre.com.br/MLB-1817041778-cartucho-hp-667-preto-original-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB1817041778&sid=search,Cartucho Hp 667 Preto Original,109.13,4.8,17,TRILHA MULTICOISAS,"Características do Produto:

Volume de páginas impressas: até 120 páginas.
Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. Impressões resistentes à água e que não desbotam com o tempo. Cores mais vibrantes e nítidas. Com Tecnologia anti curvas. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.
Compatíveis com a nova geração de impressoras Deskjet Ink Advantage da HP, que contempla as impressoras:
DESKJET INK ADVANTAGE 2376;
DESKJET INK ADVANTAGE 2776;
DESKJET INK ADVANTAGE 2775;
DESKJET INK ADVANTAGE 2375;
DESKJET INK ADVANTAGE 2374;
DESKJET INK ADVANTAGE 1275;
HP Deskjet Ink Advantage Plus 6475;
HP Deskjet Ink Advantage Plus 6476.",HP,Ink Advantage,667,Unidade,,Original,1,2,2025-06-16,03:23:39,,
70,70,https://produto.mercadolivre.com.br/MLB-4316298166-cartucho-hp-667-preto-original-3ym79ab-667-color-3ym78al-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB4316298166&sid=search,Cartucho Hp 667 Preto Original 3ym79ab + 667 Color 3ym78al,187.99,4.6,67,Tec Print,"Características do Produto .

01 Cartucho HP 667 Preto 3YM79AB HP

Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes.

Especificações .

01 Cartucho HP 667 preto .

Rendimento: 120 páginas .

Compatibilidade :

Deskjet Ink Advantage 2376
Deskjet Ink Advantage 2774
Deskjet Ink Advantage 2776
Deskjet Ink Advantage 6476
Cartucho HP 667 Colorido 3YM78AB HP

Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes.

Especificações .

01 Cartucho HP 667 colorido .

Rendimento: 100 páginas.

Compatibilidade :

Deskjet Ink Advantage 2376
Deskjet Ink Advantage 2774
Deskjet Ink Advantage 2776
Deskjet Ink Advantage 6476",HP,Advantage,667,Unidade,100,Original,1,2,2025-06-16,03:24:19,,
73,73,https://produto.mercadolivre.com.br/MLB-3670252660-kit-cartucho-hp-667-preto-hp-667-colorido-original--_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB3670252660&sid=search,Kit Cartucho Hp 667 Preto + Hp 667 Colorido Original / ,147.99,4.8,79,vanvan,O vendedor não inseriu a descrição do produto,HP,,667,Kit,,Original,1,2,2025-06-16,03:24:37,,
75,75,https://produto.mercadolivre.com.br/MLB-4067047721-kit-2-cartucho-origianl-hp-667-preto-e-color-2376-2874-2776-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB4067047721&sid=search,Kit 2 Cartucho Origianl Hp 667 Preto E Color 2376 2874 2776,190.94,,,reciclemaiscartuchos,"Kit 2 Cartuchos Hp 667 Preto E Color Hp Deskjet

-------------------ESPECIFICAÇÕES-------------------------

Modelo: 667
Cor: Preto (2ml) 3YM79AL
Cor: Colorido (2ml) 3YM78AL
Produto novo Lacrado Original Hp
Rendimento médio: 80 a 120 páginas
Conteúdo do kit: 1 Preto e 1 Colorido

-------------------- COMPATIBILIDADE ---------------------

HP Deskjet Ink Advantage 2776
HP Deskjet Ink Advantage 2775
HP Deskjet Ink Advantage 2774
HP Deskjet Ink Advantage 2376
HP Deskjet Ink Advantage 2375
HP Deskjet Ink Advantage 2374
HP Deskjet Ink Advantage 1275
HP Deskjet Ink Advantage 6476

----------------- GARANTIA LIMITADA HP -----------------

Este produto possui uma garantia limitada, durante o perído informado na embalagem. Se o produto apresentar defeitos, ente em contato com a HP antes de expirar o prazo da garantia. A garantia não cobre produtos vazios, reabastecidos e produtos que tenham sido adulterados ou usados indevidamente. Para ver os detalhes completos sobre a garantia, acesse o site da HP.

------------------------ ATENÇÃO --------------------------

Se sua impressora pisca a luz que indica as cores (preto ou colorido) pode ser problema na placa da impressora, isso faz com que o cartucho não seja identificado. Por isso, antes de adiquirir o cartucho recomendamos que leve em uma assistência técnica para avaliar e ter certeza que sua máquina está funcionando perfeitamente.

-------------- PERGUNTAS FREQUENTES ------------------

É original ?Sim é Original, NOVO E LACRADO, adquirimos o produto diretamente com os distribuidores autorizados pela HP e acompanha Nota Fiscal.

É recarregável ?O cartucho não foi projetado para ser recarregado, porém mesmo que na embalagem original esteja escrito: ""PREVISTO PARA SER UTILIZADO SOMENTE UMA ÚNICA VEZ"" é possível sim fazer uma nova recarga, basta procurar uma empresa e solicitar este serviço.

---------------- MARCAS E MODELOS ---------------------

Marcas e Modelos são citados apenas para melhor compreensão dos clientes e como referência técnica para utilização correta dos produtos. Decorre de necessidade legal, além de ser previsto em lei que no pode haver impedimento para tal, conforme o Art. 31 do Código de Defesa do Consumidor (Lei n. 8.078/90) e Art. 132, inciso II, da Lei da Propriedade Industrial (n. 9.279/96), que só leis federais e seguem transcritos tais dispositivos:

Art. 31 do CDC (Lei n. 8.078/90): A oferta e apresentação de produtos e serviços devem assegurar informações corretas, claras, precisas, ostensivas e em língua portuguesa sobre suas características, qualidade, quantidade, composição, preço, garantia, prazos de validade e origem, entre outros dados, bem como sobre os riscos que apresentem saúde e segurança dos consumidores.

Art. 132, inciso II da LPI (n. 9.279/96): O titular da marca não poderá: (...) II- impedir que fabricantes de acessórios utilizem a marca para indicar a destinação do produto, desde que obedecidas s práticas leais de concorrência.

The brands cited in the ad belong to their respective manufacturers. Only mentioned as references for the correct use of the product, as Article 31 of the Act: 8078 of 11.09.1990.

--------------- HORÁRIOS DE ENVIOS ---------------------

*OS HORÁRIOS DE ENVIOS SEGUEM CONFORME O CRONOGRAMA DA PLATAFORMA.",HP,Advantage,667,Kit,100,Original,1,2,2025-06-16,03:24:50,,
83,83,https://produto.mercadolivre.com.br/MLB-3617476011-kit-cartucho-hp-667-preto-e-colorido-original-1200-2300-2700-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB3617476011&sid=search,Kit Cartucho Hp 667 Preto E Colorido Original 1200 2300 2700,174.9,4.7,27,RFGINFO,"Adquira para sua impressora a melhor tinta de impressão do mercado! Com impressões inteligentes, que proporcionam excelente desempenho do início ao fim do insumo. Confira mais detalhes do produto abaixo:

Kit Cartucho de Tinta HP 667 Preto + HP 667 Colorido Advantage Original

1 (um) Cartucho de tinta HP 667 Preto Advantage Original - 3YM79AL
1 (um) Cartucho de Tinta HP 667 Colorido Advantage Original - 3YM78AL

Compatíveis com a nova geração de impressoras Deskjet Ink Advantage da HP, que contempla as impressoras:

DESKJET INK ADVANTAGE 2376;
DESKJET INK ADVANTAGE 2776
DESKJET INK ADVANTAGE 2775
DESKJET INK ADVANTAGE 2774
DESKJET INK ADVANTAGE 2375
DESKJET INK ADVANTAGE 2374
DESKJET INK ADVANTAGE 1275
HP Deskjet Ink Advantage Plus 6475
HP Deskjet Ink Advantage Plus 6476

Cartucho hp deskjet ink advantage 2774
Cartucho para impressora hp 2774
Cartucho para impressora hp 2774
Impressora hp 2774 cartucho

Diferenciadores:

Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento.
Impressões resistentes à água e que não desbotam com o tempo.
Cores mais vibrantes e nítidas. Com Tecnologia anti curvas.
Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade.
Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas.

Segurança e Observação:
Garantimos o total respeito ao consumidor. Prestamos um atendimento ágil e rápido. Em caso de devoluções ou problemas com o produto, entrem em contato imediatamente conosco para que possamos analisar o caso mais breve possível.

• Os cartuchos anunciados além de originais e lacrados nas caixas, estão prontos para uso.

• Dúvidas freqüentes:
• Os produtos são novos? R: Sim, todos os produtos são novos e lacrados.
• A mercadoria está disponível à pronta entrega? R: Sim, trabalhamos com produtos em estoque.

Garantia do vendedor: 7 dias",HP,Advantage,667,Kit,120,Original,1,4,2025-06-16,03:25:42,,
86,86,https://produto.mercadolivre.com.br/MLB-5419090478-cartucho-667-preto-hp-deskjet-ink-advantage-2un-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB5419090478&sid=search,Cartucho 667 Preto Hp Deskjet Ink Advantage,225.5,,,UNIVERSODV,"***PRODUTOS A PRONTA ENTREGA COM NOTA FISCAL, COMPRANDO ATÉ AS 12:00 ENVIAMOS NO MESMO DIA***

TODOS OS NOSSOS ENVIOS POSSUEM SEGURO E QUALQUER PROBLEMA COM O PRODUTO RECEBERÁ SEU DINHEIRO DE VOLTA SEM BUROCRACIA.

Kit Contendo:

- 2 Cartucho de Tinta HP 667 Preto (3YM79AB) Para HP DeskJet Ink Advantage

Características do Produto

Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP.
Imprima bordas perfeitas em textos e em gráficos, usando Cartuchos Originais HP. Qualidade impressionante de texto e imagens para desfrutar de documentos e fotos

Especificações

Desempenho
Até 200 páginas

Compatibilidade:
HP Deskjet Ink Advantage 2136
HP Deskjet Ink Advantage 2676
HP Deskjet Ink Advantage 3776
HP DeskJet Ink Advantage 5076
HP DeskJet Ink Advantage 5276

Cor:
Preto

Tipo de Desempenho:
Padrão

Conteúdo da Embalagem:
- 2 Cartucho novo de tinta HP original",HP,,667,Kit,200,Original,1,2,2025-06-16,03:26:01,,
88,88,https://produto.mercadolivre.com.br/MLB-1849964605-cartucho-667-hp-preto-original-p-hp-2376-2774-2776-com-nf-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB1849964605&sid=search,Cartucho 667 Hp Preto Original P/ Hp 2376 2774 2776 Com Nf,70.68,4.7,514,VIIT,"Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP. Imprima bordas perfeitas em textos e em gráficos, usando Cartuchos Originais HP. Qualidade impressionante de texto e imagens para desfrutar de documentos e fotos.
 
 
ESPECIFICAÇÕES TÉCNICAS
 
- Marca: HP
- Referência: 3YM79A
- Cor: Preto
- Conteúdo: 2ml
- Tipo de impressão: Jato de Tinta Térmico HP
- Desempenho: Aproximadamente 100 páginas
- Peso com embalagens: 50 Gramas
 
 
COMPATIBILIDADE DE IMPRESSORAS
 
- HP Deskjet Ink Advantage 1275
- HP Deskjet Ink Advantage 2374
- HP Deskjet Ink Advantage 2375
- HP Deskjet Ink Advantage 2376
- HP Deskjet Ink Advantage 2774
- HP Deskjet Ink Advantage 2775
- HP Deskjet Ink Advantage 2776
- HP Deskjet Ink Advantage Plus 6475
- HP Deskjet Ink Advantage Plus 6476
 
 
CONTEÚDO DA EMBALAGEM
 
- 1 Cartucho de tinta Preto original HP 667
 
 
QUALIDADES DOS CARTUCHOS HP
 
- Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. 
- Impressões resistentes à água e que não desbotam com o tempo. 
- Cores mais vibrantes e nítidas. Com Tecnologia anti curvas. 
- Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. 
- Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. 
- Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.
 
 
COMO IDENTIFICAR CARTUCHOS ORIGINAIS HP:
 
1. Confira a etiqueta
- Verifique a etiqueta de segurança na caixa e certifique-se de que, à medida que você a movimenta para cima e para baixo e de um lado para o outro, as cores mudam ou o ""HP"" se movimenta pela etiqueta.
 
2. Digitalize o código
Use o aplicativo HP SureSupply ou algum leitor de código QR para digitalizar o código do selo de segurança do cartucho. ",HP,Ink Advantage,667,un,100,Original,1,2,2025-06-16,03:26:14,,
90,90,https://produto.mercadolivre.com.br/MLB-4316298374-cartucho-hp-667-preto-original-3ym79ab-667-color-3ym78al-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB4316298374&sid=search,Cartucho Hp 667 Preto Original 3ym79ab + 667 Color 3ym78al,177.75,4.6,67,Tec Print,"Características do Produto .

01 Cartucho HP 667 Preto 3YM79AB HP

Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes.

Especificações .

01 Cartucho HP 667 preto .

Rendimento: 120 páginas .

Compatibilidade :

Deskjet Ink Advantage 2376
Deskjet Ink Advantage 2774
Deskjet Ink Advantage 2776
Deskjet Ink Advantage 6476
Cartucho HP 667 Colorido 3YM78AB HP

Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes.

Especificações .

01 Cartucho HP 667 colorido .

Rendimento: 100 páginas.

Compatibilidade :

Deskjet Ink Advantage 2376
Deskjet Ink Advantage 2774
Deskjet Ink Advantage 2776
Deskjet Ink Advantage 6476",HP,Advantage,667,Unidade,100,Original,1,2,2025-06-16,03:26:27,,
95,95,https://produto.mercadolivre.com.br/MLB-5211225064-cartucho-de-tinta-hp-667-colorido-advantage-original-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB5211225064&sid=search,Cartucho De Tinta Hp 667 Colorido Advantage Original,68.55,,,Eshop,"Cartucho HP 667 Colorido

Aproveite ao máximo sua impressora HP e também sua tinta. Imprima todas as fotos e documentos de alta qualidade que precisar usando os cartuchos de tinta originais HP, que ajudam a garantir que sua impressora HP ofereça os resultados consistentes que você espera.

Conclua facilmente seus projetos. Alertas precisos podem ajudar a garantir que você não fique sem tinta na hora errada.

Crie documentos atraentes com os cartuchos de tinta HP, projetados para oferecer cores intensas e texto nítido e preciso.

- Rendimento Preto 100 paginas
- Tecnologia de impressão: Jato de Tinta
- Capacidade/Rendimento: 2 ml

Impressoras Compatíveis:
- HP Deskjet Ink Advantage 2376
- HP Deskjet Ink Advantage 2776
- HP Deskjet Ink Advantage 6476",HP,Ink Advantage,667,Unidade,120,Original,1,2,2025-06-16,03:26:58,,
96,96,https://produto.mercadolivre.com.br/MLB-4285003760-kit-cartucho-tinta-original-hp-667-pretocolorido-2376-2776-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&wid=MLB4285003760&sid=search,Kit Cartucho Tinta Original Hp 667 Preto/colorido 2376 2776,177.84,4.6,54,Tec Print,"Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP. Imprima bordas perfeitas em textos e em gráficos, usando Cartuchos Originais HP. Qualidade impressionante de texto e imagens para desfrutar de documentos e fotos.



- Volume de páginas impressas: até 100 páginas

- Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento

- Impressões resistentes à água e que não desbotam com o tempo

- Cores mais vibrantes e nítidas. Com Tecnologia anti curvas

- Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade

- Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas

- Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado



Compatibilidade

- Deskjet Ink Advantage 2376

- Deskjet Ink Advantage 2776

- Deskjet Ink Advantage 6476



Kit

1 (um) Cartucho de Tinta HP 667 3YM79AL Original Preto / 2ml

1 (um) Cartucho de Tinta HP 667 3YM78AL Original Colorido / 2ml",HP,Advantage,667,Unidade,100,Original,1,2,2025-06-16,03:27:04,,
98,98,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-667-preto-p-2374-2376-2774-2776/p/MLB39018524#polycard_client=search-nordic&searchVariation=MLB39018524&wid=MLB5246599880&position=6&search_layout=grid&type=product&tracking_id=a05e4e3c-7ee0-4ebf-a2e9-72fe4d227a05&sid=search,Kit 2 Cartuchos Hp 667 Preto P/ 2374 2376 2774 2776,157.2,4.8,96,SCOTCH,"Características do Produto
Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta, oferecendo um desempenho sem preocupações e resultados consistentes.

Especificações
Cartucho HP 667 preto
Rendimento: 120 páginas (cada)

Compatibilidade
Deskjet Ink Advantage 2376
Deskjet Ink Advantage 2774
Deskjet Ink Advantage 2776
Deskjet Ink Advantage 6476

Conteúdo da embalagem:
- 02 Cartuchos HP 667 Preto (Black)",HP,,667,Unidade,120,Original,1,2,2025-06-16,03:27:16,,
